word	pos_tok_MBOF	abs_tok_MBOF	pos_type_MBOF	abs_type_MBOF	es_pos_tok_MBPF	es_abs_tok_MBPF	es_pos_type_MBPF	es_abs_type_MBPF	
acequia	2513.275281	20035.052082	1622.333333	8884.666667	2334.046330	16033.213806	974.000000	8829.400000	
hebra	3748.717911	20226.617965	2195.250000	13903.250000	5642.445973	26699.896886	1704.333333	19898.000000	
glorieta	2452.664116	28807.331752	1977.714286	16181.857143	1958.566412	26320.379729	1580.571429	14608.142857	
cornisa	11250.322041	26902.520946	4077.833333	15687.666667	11134.441013	26580.978844	4009.000000	15557.666667	
neutrón	1684.589776	13305.356320	864.833333	5985.333333	3015.184912	27176.884472	1653.500000	13726.666667	
efigie	1473.354904	10683.097457	658.200000	5522.600000	1367.602782	9645.555263	546.400000	5049.600000	
leucocitos	2648.394360	31341.202440	1995.888889	16900.444444	1813.529282	26079.668712	1688.555556	15068.444444	
azote	2061.713225	15940.400235	1279.750000	9505.000000	3025.688069	21535.406968	1611.000000	11461.750000	
tocador	4803.548850	36600.678094	2258.833333	23821.500000	4613.201564	33985.917331	2381.833333	20516.666667	
cuarzo	3150.770235	17638.243924	1173.800000	16609.200000	2905.143399	16325.161271	990.400000	15583.600000	
cantinero	7154.270131	41438.894903	3911.375000	25280.750000	6865.120318	40027.667557	3836.875000	25835.625000	
bastidor	8290.526237	37061.456862	3265.142857	24590.285714	8560.805618	34747.167919	3251.285714	19939.000000	
linfocitos	3016.170640	27854.893441	2164.444444	16098.777778	1619.072905	21318.722957	1744.555556	13017.111111	
pómulos	2297.675625	21518.123114	1223.833333	13305.833333	8773.218461	29863.531592	2675.500000	16097.833333	
coliflor	8374.571119	25002.389148	3741.857143	15462.285714	8629.424447	24908.743957	3701.857143	15018.857143	
naipes	2844.731886	31002.219631	1363.800000	16612.800000	3433.755825	32900.084082	1449.600000	17655.400000	
porche	8775.893733	18996.025782	2136.600000	9304.200000	9791.683838	19232.712371	1766.250000	7934.500000	
cloruro	2059.297197	23834.210240	1457.333333	13371.666667	1838.189119	22530.053496	1259.500000	12133.333333	
maracas	9544.913240	43876.067807	4013.333333	35014.666667	10039.077414	42710.482370	3946.833333	35252.166667	
lumbre	3715.777722	17859.406943	1558.200000	12211.000000	2927.592416	13615.597184	1512.800000	8718.400000	
cisterna	6103.077353	39329.191256	3199.571429	20396.000000	5272.785152	33734.916215	3229.714286	19133.000000	
insulina	3526.641310	22452.368881	2963.000000	14770.428571	2671.246190	20804.952923	2446.571429	13335.857143	
paseante	8174.607148	41257.982045	3043.714286	26169.714286	8886.135347	42656.646891	3406.428571	28349.571429	
gemido	4492.389558	22805.147447	1712.800000	15151.600000	4350.184541	20958.209114	1805.400000	12065.600000	
barrotes	6158.145851	38866.329294	3071.428571	28501.857143	3917.735602	29155.845630	2122.333333	16025.833333	
flecos	3393.066680	36259.145504	1645.800000	22890.000000	2805.647175	34002.086596	1507.800000	21351.600000	
fonógrafo	5233.659090	16893.092335	2282.750000	11179.125000	5359.541420	22408.826627	2286.125000	13097.500000	
desván	23448.242244	44113.237355	7243.200000	18006.800000	23039.960329	35881.644147	5972.400000	19408.800000	
sopor	5488.933205	25378.610433	2610.500000	10891.000000	5931.915377	25717.848793	2547.250000	10805.750000	
espuelas	7136.488894	52247.722668	3179.428571	22114.571429	7471.336820	47775.021309	3384.142857	20911.285714	
coraza	15324.239164	34444.145551	4964.400000	21769.200000	15993.700434	38366.704491	5032.000000	23893.600000	
iguana	2767.347458	22877.200132	1592.200000	15003.200000	2964.533318	20085.240743	1818.800000	15650.200000	
pliegue	1228.327496	21833.267530	888.833333	8338.666667	974.594358	10476.210868	626.400000	5509.200000	
barracón	5981.482027	27611.110136	2580.428571	22633.142857	2941.749170	25662.581107	1863.500000	13243.833333	
llaga	2622.852434	26598.963347	1526.000000	14428.000000	1887.062346	5352.825959	1037.666667	6019.000000	
búfalo	1491.693733	17303.508935	1101.400000	9091.800000	1667.725021	16856.394991	1294.200000	8999.200000	
hojarasca	3833.966705	28664.864971	2792.625000	24799.375000	2117.235516	32317.407986	1738.571429	29088.000000	
almidón	4036.475939	19417.053061	1372.666667	8083.833333	5598.613286	32485.241259	2130.500000	15319.333333	
bucles	3334.823032	27388.417114	1511.000000	15885.200000	2842.708319	26632.063814	1405.200000	15130.800000	
campanilla	4140.171652	29319.150964	2621.555556	18268.333333	4581.953345	21286.926389	2715.125000	16635.625000	
nómina	2335.392113	18242.545306	1395.600000	10750.400000	8344.150841	26486.299851	2810.800000	14157.800000	
escalinata	5510.671093	36687.800922	2897.000000	23036.111111	5909.895189	36982.432616	3281.000000	23219.555556	
torso	7522.171786	26911.117041	2021.000000	12965.750000	7327.899270	27596.579425	1862.250000	13009.750000	
madrastra	4014.418973	39939.474707	2698.500000	27353.625000	4549.525161	41344.575131	2843.750000	28712.500000	
antesala	5685.984552	56531.679159	2943.571429	30178.571429	5910.695026	57052.787854	2885.000000	31656.000000	
tesón	5556.573902	42213.083212	4622.000000	19918.250000	7168.428174	61257.542056	5258.250000	29452.500000	
perito	8349.706223	34061.829199	3570.600000	17795.600000	8356.230535	32379.766188	3259.400000	17939.600000	
corona	15255.151768	45289.614517	5434.600000	24472.600000	15582.557847	48710.588301	5354.800000	24043.600000	
águila	1496.538853	21892.144162	1428.400000	11107.400000	1375.553074	21993.271760	1364.500000	10677.750000	
dramaturgo	2375.574951	17390.840665	1294.000000	12205.444444	2373.260111	17199.586847	1290.111111	12371.222222	
hectáreas	2442.615363	20290.498609	2207.500000	15177.250000	5284.705326	34079.283883	3414.142857	27489.714286	
cueva	14898.424258	22273.721147	1284.750000	6588.500000	7148.004257	14471.922204	1338.250000	7887.000000	
laguna	13713.595376	32947.954026	1456.000000	13601.800000	13833.003034	31240.040232	1460.000000	12296.400000	
guardián	1760.779799	16038.612615	1483.142857	15947.714286	2973.420643	22339.728522	2216.428571	20746.714286	
notario	6974.679207	33159.944420	2833.000000	24295.666667	7918.065282	34196.639713	2762.000000	22772.166667	
túnica	2285.018542	16441.225441	1265.600000	10579.200000	3066.060906	23100.709507	1480.600000	11896.200000	
travesía	4465.943980	30469.329276	2417.571429	18425.000000	5224.229823	36767.222007	2742.428571	23158.285714	
antecesor	5499.806508	44748.688850	2470.000000	25091.875000	5623.558616	44765.172506	2423.250000	25897.875000	
algas	6101.225526	28398.848317	2023.250000	19210.500000	6340.200701	28774.100276	2172.750000	18743.500000	
proa	9282.406647	20529.000659	3831.333333	11354.666667	9455.799846	19714.383984	3879.333333	10491.666667	
estela	12644.455674	65284.479767	3817.600000	28585.200000	14187.540625	65993.865338	4643.200000	28473.400000	
anteojos	5261.057612	34792.699121	2559.714286	21243.714286	5345.471529	35555.331246	2593.428571	23109.285714	
teólogos	2821.549748	25128.984490	1352.571429	14806.142857	2955.268620	27061.002913	1573.571429	17222.285714	
crepúsculo	1618.966081	15238.246747	1045.666667	10502.111111	1711.885345	13545.368220	1146.444444	9350.777778	
